4696990.00000000,723994.00000000,4239678.00000000,20785809.82000000,7714434.29100000,14987890.38000000
4696990.00000000,723994.00000000,4239678.00000000,11035907.65000000,12157024.53000000,20863646.80000000
4696990.00000000,723994.00000000,4239678.00000000,18366468.08000000,1116594.94400000,18916244.34000000
4696990.00000000,723994.00000000,4239678.00000000,18137057.07000000,-1610199.07100000,19215441.45000000
4164313.50000000,803525.40000000,4748474.60000000,25553879.88000000,-6347398.96200000,3437309.35400000
4164313.50000000,803525.40000000,4748474.60000000,20785809.82000000,7714434.29100000,14987890.38000000
4164313.50000000,803525.40000000,4748474.60000000,11035907.65000000,12157024.53000000,20863646.80000000
4164313.50000000,803525.40000000,4748474.60000000,18366468.08000000,1116594.94400000,18916244.34000000
4164313.50000000,803525.40000000,4748474.60000000,18137057.07000000,-1610199.07100000,19215441.45000000
4164313.50000000,803525.40000000,4748474.60000000,25973170.65000000,1847434.84100000,5370303.12100000
4466283.50000000,1896166.75000000,4126096.68000000,15515091.81000000,-14612692.03000000,15909591.68000000
4466283.50000000,1896166.75000000,4126096.68000000,20785809.82000000,7714434.29100000,14987890.38000000
4466283.50000000,1896166.75000000,4126096.68000000,18366468.08000000,1116594.94400000,18916244.34000000
4466283.50000000,1896166.75000000,4126096.68000000,18137057.07000000,-1610199.07100000,19215441.45000000
4349466.00000000,326196.00000000,4638521.00000000,20785809.82000000,7714434.29100000,14987890.38000000
4349466.00000000,326196.00000000,4638521.00000000,11035907.65000000,12157024.53000000,20863646.80000000
4349466.00000000,326196.00000000,4638521.00000000,18366468.08000000,1116594.94400000,18916244.34000000
4349466.00000000,326196.00000000,4638521.00000000,18137057.07000000,-1610199.07100000,19215441.45000000
4614667.00000000,430786.00000000,4367411.00000000,20785809.82000000,7714434.29100000,14987890.38000000
4614667.00000000,430786.00000000,4367411.00000000,11035907.65000000,12157024.53000000,20863646.80000000
4614667.00000000,430786.00000000,4367411.00000000,18366468.08000000,1116594.94400000,18916244.34000000
4614667.00000000,430786.00000000,4367411.00000000,18137057.07000000,-1610199.07100000,19215441.45000000
4614667.00000000,430786.00000000,4367411.00000000,25973170.65000000,1847434.84100000,5370303.12100000
4042497.93000000,612081.42000000,4879251.04000000,25553879.88000000,-6347398.96200000,3437309.35400000
4042497.93000000,612081.42000000,4879251.04000000,20785809.82000000,7714434.29100000,14987890.38000000
4042497.93000000,612081.42000000,4879251.04000000,11035907.65000000,12157024.53000000,20863646.80000000
4042497.93000000,612081.42000000,4879251.04000000,18366468.08000000,1116594.94400000,18916244.34000000
4042497.93000000,612081.42000000,4879251.04000000,18137057.07000000,-1610199.07100000,19215441.45000000
4042497.93000000,612081.42000000,4879251.04000000,25973170.65000000,1847434.84100000,5370303.12100000
3945840.20000000,1720428.10000000,4691082.60000000,15515091.81000000,-14612692.03000000,15909591.68000000
3945840.20000000,1720428.10000000,4691082.60000000,25553879.88000000,-6347398.96200000,3437309.35400000
3945840.20000000,1720428.10000000,4691082.60000000,20785809.82000000,7714434.29100000,14987890.38000000
3945840.20000000,1720428.10000000,4691082.60000000,18366468.08000000,1116594.94400000,18916244.34000000
3945840.20000000,1720428.10000000,4691082.60000000,18137057.07000000,-1610199.07100000,19215441.45000000
3945840.20000000,1720428.10000000,4691082.60000000,25973170.65000000,1847434.84100000,5370303.12100000
4788065.00000000,167551.00000000,4196355.00000000,20785809.82000000,7714434.29100000,14987890.38000000
4788065.00000000,167551.00000000,4196355.00000000,11035907.65000000,12157024.53000000,20863646.80000000
4788065.00000000,167551.00000000,4196355.00000000,18366468.08000000,1116594.94400000,18916244.34000000
4788065.00000000,167551.00000000,4196355.00000000,18137057.07000000,-1610199.07100000,19215441.45000000
4775849.00000000,116814.00000000,4213018.00000000,20785809.82000000,7714434.29100000,14987890.38000000
4775849.00000000,116814.00000000,4213018.00000000,11035907.65000000,12157024.53000000,20863646.80000000
4775849.00000000,116814.00000000,4213018.00000000,18366468.08000000,1116594.94400000,18916244.34000000
4775849.00000000,116814.00000000,4213018.00000000,18137057.07000000,-1610199.07100000,19215441.45000000
3898946.10000000,1223993.20000000,4881826.40000000,25553879.88000000,-6347398.96200000,3437309.35400000
3898946.10000000,1223993.20000000,4881826.40000000,20785809.82000000,7714434.29100000,14987890.38000000
3898946.10000000,1223993.20000000,4881826.40000000,11035907.65000000,12157024.53000000,20863646.80000000
3898946.10000000,1223993.20000000,4881826.40000000,18366468.08000000,1116594.94400000,18916244.34000000
3898946.10000000,1223993.20000000,4881826.40000000,18137057.07000000,-1610199.07100000,19215441.45000000
3898946.10000000,1223993.20000000,4881826.40000000,25973170.65000000,1847434.84100000,5370303.12100000
3633815.70000000,1397453.90000000,5035280.80000000,15515091.81000000,-14612692.03000000,15909591.68000000
3633815.70000000,1397453.90000000,5035280.80000000,25553879.88000000,-6347398.96200000,3437309.35400000
3633815.70000000,1397453.90000000,5035280.80000000,20785809.82000000,7714434.29100000,14987890.38000000
3633815.70000000,1397453.90000000,5035280.80000000,18366468.08000000,1116594.94400000,18916244.34000000
3633815.70000000,1397453.90000000,5035280.80000000,18137057.07000000,-1610199.07100000,19215441.45000000
3633815.70000000,1397453.90000000,5035280.80000000,25973170.65000000,1847434.84100000,5370303.12100000
3633739.30000000,1397433.90000000,5035353.30000000,15515091.81000000,-14612692.03000000,15909591.68000000
3633739.30000000,1397433.90000000,5035353.30000000,25553879.88000000,-6347398.96200000,3437309.35400000
3633739.30000000,1397433.90000000,5035353.30000000,20785809.82000000,7714434.29100000,14987890.38000000
3633739.30000000,1397433.90000000,5035353.30000000,18366468.08000000,1116594.94400000,18916244.34000000
3633739.30000000,1397433.90000000,5035353.30000000,18137057.07000000,-1610199.07100000,19215441.45000000
3633739.30000000,1397433.90000000,5035353.30000000,25973170.65000000,1847434.84100000,5370303.12100000
4467541.09000000,897307.28000000,4447975.11000000,20785809.82000000,7714434.29100000,14987890.38000000
4467541.09000000,897307.28000000,4447975.11000000,11035907.65000000,12157024.53000000,20863646.80000000
4467541.09000000,897307.28000000,4447975.11000000,18366468.08000000,1116594.94400000,18916244.34000000
4467541.09000000,897307.28000000,4447975.11000000,18137057.07000000,-1610199.07100000,19215441.45000000
4467541.09000000,897307.28000000,4447975.11000000,25973170.65000000,1847434.84100000,5370303.12100000
3738358.83000000,1148173.96000000,5021816.11000000,25553879.88000000,-6347398.96200000,3437309.35400000
3738358.83000000,1148173.96000000,5021816.11000000,20785809.82000000,7714434.29100000,14987890.38000000
3738358.83000000,1148173.96000000,5021816.11000000,11035907.65000000,12157024.53000000,20863646.80000000
3738358.83000000,1148173.96000000,5021816.11000000,18366468.08000000,1116594.94400000,18916244.34000000
3738358.83000000,1148173.96000000,5021816.11000000,18137057.07000000,-1610199.07100000,19215441.45000000
3738358.83000000,1148173.96000000,5021816.11000000,25973170.65000000,1847434.84100000,5370303.12100000
3769403.10000000,440564.10000000,5109099.00000000,20785809.82000000,7714434.29100000,14987890.38000000
3769403.10000000,440564.10000000,5109099.00000000,11035907.65000000,12157024.53000000,20863646.80000000
3769403.10000000,440564.10000000,5109099.00000000,18366468.08000000,1116594.94400000,18916244.34000000
3769403.10000000,440564.10000000,5109099.00000000,18137057.07000000,-1610199.07100000,19215441.45000000
3615990.00000000,1544391.00000000,5005374.00000000,15515091.81000000,-14612692.03000000,15909591.68000000
3615990.00000000,1544391.00000000,5005374.00000000,25553879.88000000,-6347398.96200000,3437309.35400000
3615990.00000000,1544391.00000000,5005374.00000000,20785809.82000000,7714434.29100000,14987890.38000000
3615990.00000000,1544391.00000000,5005374.00000000,18366468.08000000,1116594.94400000,18916244.34000000
3615990.00000000,1544391.00000000,5005374.00000000,18137057.07000000,-1610199.07100000,19215441.45000000
3615990.00000000,1544391.00000000,5005374.00000000,25973170.65000000,1847434.84100000,5370303.12100000
4443793.00000000,383967.20000000,4544228.60000000,20785809.82000000,7714434.29100000,14987890.38000000
4443793.00000000,383967.20000000,4544228.60000000,11035907.65000000,12157024.53000000,20863646.80000000
4443793.00000000,383967.20000000,4544228.60000000,18366468.08000000,1116594.94400000,18916244.34000000
4443793.00000000,383967.20000000,4544228.60000000,18137057.07000000,-1610199.07100000,19215441.45000000
4027881.63000000,306998.54000000,4919498.98000000,20785809.82000000,7714434.29100000,14987890.38000000
4027881.63000000,306998.54000000,4919498.98000000,11035907.65000000,12157024.53000000,20863646.80000000
4027881.63000000,306998.54000000,4919498.98000000,18366468.08000000,1116594.94400000,18916244.34000000
4027881.63000000,306998.54000000,4919498.98000000,18137057.07000000,-1610199.07100000,19215441.45000000
4314139.00000000,452626.00000000,4660703.00000000,20785809.82000000,7714434.29100000,14987890.38000000
4314139.00000000,452626.00000000,4660703.00000000,11035907.65000000,12157024.53000000,20863646.80000000
4314139.00000000,452626.00000000,4660703.00000000,18366468.08000000,1116594.94400000,18916244.34000000
4314139.00000000,452626.00000000,4660703.00000000,18137057.07000000,-1610199.07100000,19215441.45000000
3513638.30000000,778956.36000000,5248216.42000000,25553879.88000000,-6347398.96200000,3437309.35400000
3513638.30000000,778956.36000000,5248216.42000000,20785809.82000000,7714434.29100000,14987890.38000000
3513638.30000000,778956.36000000,5248216.42000000,11035907.65000000,12157024.53000000,20863646.80000000
3513638.30000000,778956.36000000,5248216.42000000,18366468.08000000,1116594.94400000,18916244.34000000
3513638.30000000,778956.36000000,5248216.42000000,18137057.07000000,-1610199.07100000,19215441.45000000
3513638.30000000,778956.36000000,5248216.42000000,25973170.65000000,1847434.84100000,5370303.12100000
4081882.42000000,1410011.13000000,4678199.42000000,15515091.81000000,-14612692.03000000,15909591.68000000
4081882.42000000,1410011.13000000,4678199.42000000,25553879.88000000,-6347398.96200000,3437309.35400000
4081882.42000000,1410011.13000000,4678199.42000000,20785809.82000000,7714434.29100000,14987890.38000000
4081882.42000000,1410011.13000000,4678199.42000000,18366468.08000000,1116594.94400000,18916244.34000000
4081882.42000000,1410011.13000000,4678199.42000000,18137057.07000000,-1610199.07100000,19215441.45000000
4081882.42000000,1410011.13000000,4678199.42000000,25973170.65000000,1847434.84100000,5370303.12100000
3647217.00000000,1184604.00000000,5079625.00000000,25553879.88000000,-6347398.96200000,3437309.35400000
3647217.00000000,1184604.00000000,5079625.00000000,20785809.82000000,7714434.29100000,14987890.38000000
