4696990.00000000,723994.00000000,4239678.00000000,20785809.82000000,7714434.29100000,14987890.38000000
4696990.00000000,723994.00000000,4239678.00000000,11035907.65000000,12157024.53000000,20863646.80000000
4696990.00000000,723994.00000000,4239678.00000000,18366468.08000000,1116594.94400000,18916244.34000000
4696990.00000000,723994.00000000,4239678.00000000,18137057.07000000,-1610199.07100000,19215441.45000000
4164313.50000000,803525.40000000,4748474.60000000,25553879.88000000,-6347398.96200000,3437309.35400000
4164313.50000000,803525.40000000,4748474.60000000,20785809.82000000,7714434.29100000,14987890.38000000
4164313.50000000,803525.40000000,4748474.60000000,11035907.65000000,12157024.53000000,20863646.80000000
4164313.50000000,803525.40000000,4748474.60000000,18366468.08000000,1116594.94400000,18916244.34000000
4164313.50000000,803525.40000000,4748474.60000000,18137057.07000000,-1610199.07100000,19215441.45000000
4164313.50000000,803525.40000000,4748474.60000000,25973170.65000000,1847434.84100000,5370303.12100000
