0,28, 103636
0,172, 103522
0,316, 103412
0,460, 99488.3
0,461, 3819.52
0,605, 103208
0,749, 103113
0,893, 103022
0,1037, 102936
0,1181, 102853
0,1325, 102773
0,1469, 102697
1,40, 87277
1,41, 35307.6
1,185, 121671
1,329, 120817
1,473, 83894.2
1,474, 36122.4
1,618, 119266
1,762, 118559
1,906, 23482.4
1,918, 86911.6
1,919, 7500.33
1,1063, 117267
1,1207, 116675
1,1351, 116115
1,1495, 52663.9
1,1496, 62920.1
2,28, 100786
2,172, 100762
2,316, 17875.9
2,328, 82863.2
2,472, 100717
2,616, 100697
2,760, 100677
2,904, 100658
2,1047, 70479.1
2,1048, 30160.3
2,1191, 100622
2,1335, 100605
2,1479, 100589
3,28, 103110
3,172, 32448.2
3,183, 5280.81
3,184, 65283.8
3,327, 102920
3,471, 102831
3,615, 102747
3,759, 102666
3,903, 102589
3,1047, 102515
3,1191, 102444
3,1335, 102376
3,1479, 102311
4,64, 176627
4,195, 53207.1
4,196, 117279
4,208, 780.904
4,339, 166575
4,471, 154089
4,483, 8341.81
4,614, 147111
4,615, 11631
4,746, 105201
4,758, 50234.1
4,890, 152453
4,1021, 23179.9
4,1033, 122311
4,1034, 4258.38
4,1165, 147287
4,1309, 145034
4,1440, 36889.5
4,1441, 12219.9
4,1453, 93855.7
5,65, 106504
5,209, 106290
5,353, 106087
5,497, 70263.5
5,498, 35630.1
5,642, 105710
5,786, 105535
5,930, 105368
5,1062, 43418.6
5,1074, 61789.6
5,1206, 105056
5,1350, 104911
5,1494, 104771
6,77, 51295.3
6,78, 64082.3
6,222, 114809
6,366, 114273
6,510, 42954.8
6,511, 70813.2
6,655, 113291
6,799, 112839
6,943, 63663.3
6,944, 48748.4
6,1088, 112006
6,1232, 111621
6,1376, 111256
6,1520, 5221.55
6,1521, 89494
6,1533, 16192.4
7,77, 100802
7,221, 100778
7,365, 100755
7,509, 100732
7,641, 62715.6
7,653, 37995.7
7,784, 75580.3
7,785, 25110.6
7,928, 100671
7,1072, 100653
7,1216, 100635
7,1360, 100618
7,1504, 100601
8,77, 103067
8,220, 26032.8
8,221, 76938.1
8,364, 102879
8,508, 102792
8,652, 102709
8,796, 102629
8,940, 102553
8,1084, 102480
8,1227, 22003.9
8,1228, 80406.3
8,1371, 102343
8,1515, 102279
9,65, 143165
9,197, 78235.6
9,209, 62727.9
9,340, 35077.6
9,341, 103874
9,472, 8835.72
9,484, 128271
9,616, 135408
9,760, 133840
9,892, 37914.2
9,904, 94472.4
9,1036, 131037
9,1180, 129780
9,1312, 23249.8
9,1324, 105358
9,1456, 127511
10,33, 117020
10,34, 86382
10,176, 104514
10,177, 89941.6
10,319, 46411.8
10,320, 106577
10,331, 33935.2
10,474, 44954.8
10,475, 135529
10,618, 174906
10,761, 168513
10,762, 1510.25
10,904, 106581
10,905, 59127.8
10,1047, 33686.6
10,1048, 128179
10,1191, 158421
10,1334, 104600
10,1335, 50712.4
10,1477, 5167.78
10,1478, 147326
11,35, 101117
11,179, 101083
11,311, 99982
11,323, 1068.26
11,455, 101019
11,599, 100990
11,743, 100961
11,887, 100934
11,1031, 100908
11,1175, 100883
11,1319, 100859
11,1463, 100836
12,35, 106046
12,178, 28833
12,179, 77015.7
12,322, 105661
12,466, 105482
12,610, 105312
12,754, 105150
12,898, 104996
12,1041, 10165.6
12,1042, 94682.5
12,1185, 104707
12,1329, 104572
12,1473, 104443
13,34, 16824.4
13,35, 95270.7
13,178, 111667
13,322, 111262
13,466, 110878
13,609, 11833.2
13,610, 98682
13,753, 110171
13,897, 109844
13,1041, 109533
13,1185, 71934.7
13,1197, 37302.8
13,1340, 61940.6
13,1341, 47015.4
13,1484, 108688
14,62, 108092
14,206, 107820
14,338, 87518.6
14,350, 20043.6
14,482, 44663.1
14,483, 62654.2
14,627, 107085
14,771, 106863
14,915, 106652
14,1059, 106451
14,1203, 106259
14,1347, 89896.8
14,1348, 16179.3
14,1492, 105901
15,62, 120242
15,63, 2731.82
15,207, 122040
15,351, 121167
15,495, 58996.4
15,496, 33499.7
15,508, 27854
15,652, 119583
15,796, 118863
15,940, 21911.7
15,941, 96272.4
15,1085, 117544
15,1229, 116940
15,1373, 10006.5
15,1374, 106363
15,1518, 115829
16,62, 100032
16,206, 100031
16,350, 100030
16,494, 100029
16,638, 100028
16,782, 100027
16,926, 100027
16,1070, 100026
16,1214, 100025
16,1358, 100024
16,1502, 100024
17,61, 52802.1
17,62, 48244.1
17,205, 101014
17,349, 100984
17,493, 100955
17,637, 100927
17,781, 100901
17,925, 100875
17,1069, 100851
17,1213, 100827
17,1357, 100805
17,1501, 100783
18,38, 91965
18,39, 13774.1
18,183, 105552
18,327, 105375
18,471, 105206
18,615, 105045
18,759, 104892
18,903, 104746
18,1035, 26047.9
18,1036, 51604.2
18,1047, 26953.7
18,1180, 104472
18,1324, 104345
18,1468, 104223
19,39, 122600
19,51, 2360.74
19,195, 123922
19,339, 48793
19,340, 74159.7
19,484, 122047
19,628, 121199
19,772, 22852.5
19,773, 97550.5
19,917, 119655
19,1061, 118951
19,1205, 23692.3
19,1206, 8776.74
19,1218, 85817.6
19,1362, 117660
19,1506, 117067
20,38, 100201
20,182, 100195
20,326, 100189
20,470, 100184
20,614, 100178
20,758, 100173
20,902, 100169
20,1046, 100164
20,1190, 100159
20,1334, 100155
20,1478, 100151
21,38, 101645
21,182, 101594
21,326, 101546
21,470, 101500
21,614, 101456
21,758, 101414
21,901, 84363.5
21,902, 17010.5
21,1045, 101335
21,1189, 101298
21,1333, 88716.8
21,1345, 12546.2
21,1489, 101229
23,63, 57920.2
23,75, 121913
23,206, 90352.2
23,207, 83742.7
23,338, 75536.1
23,350, 93558.6
23,481, 2374.72
23,482, 162321
23,613, 59579.5
23,625, 101212
23,757, 157302
23,889, 10792.8
23,901, 143371
23,1032, 124065
23,1033, 27259.7
23,1176, 148744
23,1308, 74860.2
23,1320, 71526.3
23,1452, 144225
24,76, 108663
24,220, 108370
24,364, 108092
24,508, 65235
24,509, 42592.7
24,653, 107577
24,785, 24596.1
24,797, 82742.4
24,929, 107111
24,1073, 106895
24,1217, 106689
24,1361, 106492
24,1505, 106304
25,88, 81110.1
25,89, 35368.7
25,233, 115861
25,377, 115279
25,521, 43264.9
25,522, 71466.6
25,666, 114214
25,810, 113726
25,954, 31377.1
25,955, 81886.1
25,1099, 112825
25,1243, 112410
25,1387, 47779.9
25,1388, 64235.2
25,1532, 111640
26,76, 100755
26,220, 100733
26,364, 100711
26,508, 100690
26,651, 25172.8
26,652, 75497
26,795, 100651
26,939, 100632
26,1083, 100615
26,1227, 100598
26,1371, 100582
26,1515, 100566
27,76, 102419
27,219, 101105
27,220, 1238.66
27,363, 102272
27,507, 102204
27,651, 102139
27,795, 102076
27,939, 102017
27,1083, 101959
27,1226, 4818.83
27,1227, 97085.9
27,1370, 101852
27,1514, 101802
28,76, 147834
28,208, 139307
28,220, 5967.36
28,351, 71816.7
28,352, 71131.4
28,483, 95776.4
28,495, 45048.8
28,627, 138880
28,759, 20681.8
28,771, 116409
28,903, 135440
28,1047, 133911
28,1179, 44020.2
28,1191, 88472.8
28,1323, 131173
28,1467, 129942
29,69, 27896.7
29,70, 106046
29,81, 59743.2
29,224, 90691.3
29,225, 95464.2
29,367, 83280.4
29,368, 96442.6
29,510, 65666.9
29,511, 108490
29,653, 37887.2
29,654, 131401
29,797, 164989
29,940, 160950
29,941, 212.868
29,1083, 108774
29,1084, 48959.8
29,1226, 45797.2
29,1227, 108845
29,1370, 151840
29,1513, 120601
29,1514, 28685.9
30,57, 20743.6
30,58, 125051
30,70, 60209.2
30,201, 196655
30,332, 134050
30,344, 13227.8
30,345, 41538.7
30,475, 46673.1
30,476, 135462
30,607, 85427.8
30,619, 90936.2
30,750, 83584.1
30,751, 87738.6
30,882, 1306.71
30,894, 165570
30,1025, 69304.6
30,1026, 93620
30,1169, 159385
30,1300, 854.601
30,1301, 36212.2
30,1313, 119130
30,1444, 153308
31,71, 104765
31,215, 104613
31,359, 104467
31,503, 104328
31,635, 42314.3
31,647, 61882
31,779, 104070
31,923, 103950
31,1067, 103835
31,1211, 103725
31,1355, 103620
31,1499, 103519
32,71, 104981
32,215, 104821
32,358, 26323.5
32,359, 78344.6
32,502, 104523
32,646, 104384
32,790, 104252
32,934, 104126
32,1078, 104006
32,1221, 64964.6
32,1222, 38926.2
32,1365, 103781
32,1509, 103675
33,71, 110077
33,214, 48418.5
33,215, 61311
33,358, 109400
33,502, 109088
33,646, 108792
33,789, 82216.2
33,790, 26294.5
33,933, 108243
33,1077, 107989
33,1221, 107746
33,1364, 66406.4
33,1365, 41108.2
33,1508, 107294
34,59, 58049.4
34,71, 92421
34,202, 141234
34,203, 6462.68
34,346, 145185
34,478, 129291
34,490, 13608
34,621, 93215.1
34,622, 47594
34,753, 19212.7
34,765, 119679
34,897, 137126
34,1041, 135495
34,1172, 6091.39
34,1184, 52438.7
34,1185, 75454.1
34,1316, 132580
34,1460, 131273
35,25, 106798
35,169, 106573
35,313, 106360
35,457, 106158
35,601, 3991.43
35,602, 101973
35,746, 105781
35,890, 105606
35,1034, 105439
35,1178, 105280
35,1322, 105127
35,1455, 76622.9
35,1466, 17531.5
35,1467, 10827
36,25, 103421
36,37, 28355.5
36,181, 42818.6
36,182, 87526.4
36,326, 129020
36,470, 108443
36,471, 19346.8
36,615, 126645
36,759, 125577
36,903, 49732.1
36,915, 19082.2
36,916, 55763.9
36,1060, 123643
36,1204, 122765
36,1348, 55616.2
36,1349, 66324.3
36,1493, 121164
37,25, 100560
37,169, 100543
37,313, 100527
37,457, 100511
37,601, 100496
37,745, 100482
37,889, 100469
37,1033, 100456
37,1177, 46610.7
37,1189, 53832.5
37,1333, 100431
37,1477, 100420
38,24, 101380
38,168, 101337
38,312, 101297
