0.15708, 0.715585, 6.521e+06, 0.0349066, 0.0349066, 100000, 103636
0.15708, 0.715585, 6.621e+06, 0.0349066, 0.0349066, 100000, 103522
0.15708, 0.715585, 6.721e+06, 0.0349066, 0.0349066, 100000, 103412
0.15708, 0.715585, 6.821e+06, 0.0349066, 0.0349066, 100000, 99488.3
0.191986, 0.715585, 6.821e+06, 0.0349066, 0.0349066, 100000, 3819.52
0.191986, 0.715585, 6.921e+06, 0.0349066, 0.0349066, 100000, 103208
0.191986, 0.715585, 7.021e+06, 0.0349066, 0.0349066, 100000, 103113
0.191986, 0.715585, 7.121e+06, 0.0349066, 0.0349066, 100000, 103022
0.191986, 0.715585, 7.221e+06, 0.0349066, 0.0349066, 100000, 102936
0.191986, 0.715585, 7.321e+06, 0.0349066, 0.0349066, 100000, 102853
0.191986, 0.715585, 7.421e+06, 0.0349066, 0.0349066, 100000, 102773
0.191986, 0.715585, 7.521e+06, 0.0349066, 0.0349066, 100000, 102697
0.15708, 0.750492, 6.521e+06, 0.0349066, 0.0349066, 100000, 87277
0.191986, 0.750492, 6.521e+06, 0.0349066, 0.0349066, 100000, 35307.6
0.191986, 0.750492, 6.621e+06, 0.0349066, 0.0349066, 100000, 121671
0.191986, 0.750492, 6.721e+06, 0.0349066, 0.0349066, 100000, 120817
0.191986, 0.750492, 6.821e+06, 0.0349066, 0.0349066, 100000, 83894.2
0.226893, 0.750492, 6.821e+06, 0.0349066, 0.0349066, 100000, 36122.4
0.226893, 0.750492, 6.921e+06, 0.0349066, 0.0349066, 100000, 119266
0.226893, 0.750492, 7.021e+06, 0.0349066, 0.0349066, 100000, 118559
0.226893, 0.750492, 7.121e+06, 0.0349066, 0.0349066, 100000, 23482.4
0.226893, 0.785398, 7.121e+06, 0.0349066, 0.0349066, 100000, 86911.6
0.261799, 0.785398, 7.121e+06, 0.0349066, 0.0349066, 100000, 7500.33
0.261799, 0.785398, 7.221e+06, 0.0349066, 0.0349066, 100000, 117267
0.261799, 0.785398, 7.321e+06, 0.0349066, 0.0349066, 100000, 116675
0.261799, 0.785398, 7.421e+06, 0.0349066, 0.0349066, 100000, 116115
0.261799, 0.785398, 7.521e+06, 0.0349066, 0.0349066, 100000, 52663.9
0.296706, 0.785398, 7.521e+06, 0.0349066, 0.0349066, 100000, 62920.1
0.15708, 0.715585, 6.521e+06, 0.0349066, 0.0349066, 100000, 100786
0.15708, 0.715585, 6.621e+06, 0.0349066, 0.0349066, 100000, 100762
0.15708, 0.715585, 6.721e+06, 0.0349066, 0.0349066, 100000, 17875.9
0.15708, 0.750492, 6.721e+06, 0.0349066, 0.0349066, 100000, 82863.2
0.15708, 0.750492, 6.821e+06, 0.0349066, 0.0349066, 100000, 100717
0.15708, 0.750492, 6.921e+06, 0.0349066, 0.0349066, 100000, 100697
0.15708, 0.750492, 7.021e+06, 0.0349066, 0.0349066, 100000, 100677
0.15708, 0.750492, 7.121e+06, 0.0349066, 0.0349066, 100000, 100658
0.122173, 0.750492, 7.221e+06, 0.0349066, 0.0349066, 100000, 70479.1
0.15708, 0.750492, 7.221e+06, 0.0349066, 0.0349066, 100000, 30160.3
0.122173, 0.750492, 7.321e+06, 0.0349066, 0.0349066, 100000, 100622
0.122173, 0.750492, 7.421e+06, 0.0349066, 0.0349066, 100000, 100605
0.122173, 0.750492, 7.521e+06, 0.0349066, 0.0349066, 100000, 100589
0.15708, 0.715585, 6.521e+06, 0.0349066, 0.0349066, 100000, 103110
0.15708, 0.715585, 6.621e+06, 0.0349066, 0.0349066, 100000, 32448.2
0.122173, 0.750492, 6.621e+06, 0.0349066, 0.0349066, 100000, 5280.81
0.15708, 0.750492, 6.621e+06, 0.0349066, 0.0349066, 100000, 65283.8
0.122173, 0.750492, 6.721e+06, 0.0349066, 0.0349066, 100000, 102920
0.122173, 0.750492, 6.821e+06, 0.0349066, 0.0349066, 100000, 102831
0.122173, 0.750492, 6.921e+06, 0.0349066, 0.0349066, 100000, 102747
0.122173, 0.750492, 7.021e+06, 0.0349066, 0.0349066, 100000, 102666
0.122173, 0.750492, 7.121e+06, 0.0349066, 0.0349066, 100000, 102589
0.122173, 0.750492, 7.221e+06, 0.0349066, 0.0349066, 100000, 102515
0.122173, 0.750492, 7.321e+06, 0.0349066, 0.0349066, 100000, 102444
0.122173, 0.750492, 7.421e+06, 0.0349066, 0.0349066, 100000, 102376
0.122173, 0.750492, 7.521e+06, 0.0349066, 0.0349066, 100000, 102311
0.15708, 0.820305, 6.521e+06, 0.0349066, 0.0349066, 100000, 176627
0.122173, 0.785398, 6.621e+06, 0.0349066, 0.0349066, 100000, 53207.1
0.15708, 0.785398, 6.621e+06, 0.0349066, 0.0349066, 100000, 117279
0.15708, 0.820305, 6.621e+06, 0.0349066, 0.0349066, 100000, 780.904
0.122173, 0.785398, 6.721e+06, 0.0349066, 0.0349066, 100000, 166575
0.122173, 0.750492, 6.821e+06, 0.0349066, 0.0349066, 100000, 154089
0.122173, 0.785398, 6.821e+06, 0.0349066, 0.0349066, 100000, 8341.81
0.0872665, 0.750492, 6.921e+06, 0.0349066, 0.0349066, 100000, 147111
0.122173, 0.750492, 6.921e+06, 0.0349066, 0.0349066, 100000, 11631
0.0872665, 0.715585, 7.021e+06, 0.0349066, 0.0349066, 100000, 105201
0.0872665, 0.750492, 7.021e+06, 0.0349066, 0.0349066, 100000, 50234.1
0.0872665, 0.715585, 7.121e+06, 0.0349066, 0.0349066, 100000, 152453
0.0523599, 0.680678, 7.221e+06, 0.0349066, 0.0349066, 100000, 23179.9
